scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC1_location,10000,120000,10,5,0.95,600,,110000,1077,64648,59521,38572,,,,-10580,24326,88316,82726,67126,24326,
SC1_location,10000,120000,10,5,0.95,1000,,110000,1077,64648,59521,38572,,,,-5780,326,64316,58726,43126,326,
SC1_au_pair,10000,120000,10,7,1.0,,,110000,1077,90507,36882,66373,,,43400,-12930,,,,,77534,25
SC1_location,10000,120000,10,7,1.0,600,,110000,1077,90507,36882,66373,,,,-10580,17684,107270,99444,77604,17684,
SC1_location,10000,120000,10,7,1.0,1000,,110000,1077,90507,36882,66373,,,,-5780,-15916,73670,65844,44004,-15916,
SC1_au_pair,10000,120000,10,7,0.98,,,110000,1077,90507,36882,64308,,,43400,-12930,,,,,79599,25
SC1_location,10000,120000,10,7,0.98,600,,110000,1077,90507,36882,64308,,,,-10580,19749,109335,101509,79669,19749,
SC1_location,10000,120000,10,7,0.98,1000,,110000,1077,90507,36882,64308,,,,-5780,-13851,75735,67909,46069,-13851,
SC1_au_pair,10000,120000,10,7,0.95,,,110000,1077,90507,36882,61211,,,43400,-12930,,,,,82697,25
SC1_location,10000,120000,10,7,0.95,600,,110000,1077,90507,36882,61211,,,,-10580,22847,112433,104607,82767,22847,
SC1_location,10000,120000,10,7,0.95,1000,,110000,1077,90507,36882,61211,,,,-5780,-10753,78833,71007,49167,-10753,
SC1_au_pair,10000,120000,15,3,1.0,,,110000,776,27922,92122,11134,,,18600,-9307,,,,,45388,25
SC1_location,10000,120000,15,3,1.0,600,,110000,776,27922,92122,11134,,,,-6957,19738,58132,54778,45418,19738,
SC1_location,10000,120000,15,3,1.0,1000,,110000,776,27922,92122,11134,,,,-2157,5338,43732,40378,31018,5338,
SC1_au_pair,10000,120000,15,3,0.98,,,110000,776,27922,92122,9069,,,18600,-9307,,,,,47454,25
SC1_location,10000,120000,15,3,0.98,600,,110000,776,27922,92122,9069,,,,-6957,21804,60198,56844,47484,21804,
SC1_location,10000,120000,15,3,0.98,1000,,110000,776,27922,92122,9069,,,,-2157,7404,45798,42444,33084,7404,
SC1_au_pair,10000,120000,15,3,0.95,,,110000,776,27922,92122,5971,,,18600,-9307,,,,,50551,25
SC1_location,10000,120000,15,3,0.95,600,,110000,776,27922,92122,5971,,,,-6957,24901,63295,59941,50581,24901,
SC1_location,10000,120000,15,3,0.95,1000,,110000,776,27922,92122,5971,,,,-2157,10501,48895,45541,36181,10501,
SC1_au_pair,10000,120000,15,5,1.0,,,110000,776,46537,79183,24073,,,31000,-9307,,,,,63464,25
SC1_location,10000,120000,15,5,1.0,600,,110000,776,46537,79183,24073,,,,-6957,20714,84704,79114,63514,20714,
SC1_location,10000,120000,15,5,1.0,1000,,110000,776,46537,79183,24073,,,,-2157,-3286,60704,55114,39514,-3286,
SC1_au_pair,10000,120000,15,5,0.98,,,110000,776,46537,79183,22008,,,31000,-9307,,,,,65529,25
SC1_location,10000,120000,15,5,0.98,600,,110000,776,46537,79183,22008,,,,-6957,22779,86769,81179,65579,22779,
SC1_location,10000,120000,15,5,0.98,1000,,110000,776,46537,79183,22008,,,,-2157,-1221,62769,57179,41579,-1221,
SC1_au_pair,10000,120000,15,5,0.95,,,110000,776,46537,79183,18910,,,31000,-9307,,,,,68627,25
SC1_location,10000,120000,15,5,0.95,600,,110000,776,46537,79183,18910,,,,-6957,25877,89867,84277,68677,25877,
SC1_location,10000,120000,15,5,0.95,1000,,110000,776,46537,79183,18910,,,,-2157,1877,65867,60277,44677,1877,
SC1_au_pair,10000,120000,15,7,1.0,,,110000,776,65151,65362,37893,,,43400,-9307,,,,,80658,25
SC1_location,10000,120000,15,7,1.0,600,,110000,776,65151,65362,37893,,,,-6957,20808,110394,102568,80728,20808,
SC1_location,10000,120000,15,7,1.0,1000,,110000,776,65151,65362,37893,,,,-2157,-12792,76794,68968,47128,-12792,
SC1_au_pair,10000,120000,15,7,0.98,,,110000,776,65151,65362,35828,,,43400,-9307,,,,,82723,25
SC1_location,10000,120000,15,7,0.98,600,,110000,776,65151,65362,35828,,,,-6957,22873,112459,104633,82793,22873,
SC1_location,10000,120000,15,7,0.98,1000,,110000,776,65151,65362,35828,,,,-2157,-10727,78859,71033,49193,-10727,
SC1_au_pair,10000,120000,15,7,0.95,,,110000,776,65151,65362,32731,,,43400,-9307,,,,,85821,25
SC1_location,10000,120000,15,7,0.95,600,,110000,776,65151,65362,32731,,,,-6957,25971,115557,107731,85891,25971,
SC1_location,10000,120000,15,7,0.95,1000,,110000,776,65151,65362,32731,,,,-2157,-7629,81957,74131,52291,-7629,
SC1_au_pair,10000,120000,20,3,1.0,,,110000,627,22562,97749,5507,,,18600,-7521,,,,,45655,25
SC1_location,10000,120000,20,3,1.0,600,,110000,627,22562,97749,5507,,,,-5171,20005,58399,55045,45685,20005,
SC1_location,10000,120000,20,3,1.0,1000,,110000,627,22562,97749,5507,,,,-371,5605,43999,40645,31285,5605,
SC1_au_pair,10000,120000,20,3,0.98,,,110000,627,22562,97749,3442,,,18600,-7521,,,,,47720,25
SC1_location,10000,120000,20,3,0.98,600,,110000,627,22562,97749,3442,,,,-5171,22070,60464,57110,47750,22070,
SC1_location,10000,120000,20,3,0.98,1000,,110000,627,22562,97749,3442,,,,-371,7670,46064,42710,33350,7670,
SC1_au_pair,10000,120000,20,3,0.95,,,110000,627,22562,97749,344,,,18600,-7521,,,,,50817,25
SC1_location,10000,120000,20,3,0.95,600,,110000,627,22562,97749,344,,,,-5171,25167,63561,60207,50847,25167,
SC1_location,10000,120000,20,3,0.95,1000,,110000,627,22562,97749,344,,,,-371,10767,49161,45807,36447,10767,
SC1_au_pair,10000,120000,20,5,1.0,,,110000,627,37603,88882,14374,,,31000,-7521,,,,,64229,25
SC1_location,10000,120000,20,5,1.0,600,,110000,627,37603,88882,14374,,,,-5171,21479,85469,79879,64279,21479,
SC1_location,10000,120000,20,5,1.0,1000,,110000,627,37603,88882,14374,,,,-371,-2521,61469,55879,40279,-2521,
SC1_au_pair,10000,120000,20,5,0.98,,,110000,627,37603,88882,12309,,,31000,-7521,,,,,66294,25
SC1_location,10000,120000,20,5,0.98,600,,110000,627,37603,88882,12309,,,,-5171,23544,87534,81944,66344,23544,
SC1_location,10000,120000,20,5,0.98,1000,,110000,627,37603,88882,12309,,,,-371,-456,63534,57944,42344,-456,
SC1_au_pair,10000,120000,20,5,0.95,,,110000,627,37603,88882,9211,,,31000,-7521,,,,,69392,25
SC1_location,10000,120000,20,5,0.95,600,,110000,627,37603,88882,9211,,,,-5171,26642,90632,85042,69442,26642,
SC1_location,10000,120000,20,5,0.95,1000,,110000,627,37603,88882,9211,,,,-371,2642,66632,61042,45442,2642,
SC1_au_pair,10000,120000,20,7,1.0,,,110000,627,52644,79411,23845,,,43400,-7521,,,,,82199,25
SC1_location,10000,120000,20,7,1.0,600,,110000,627,52644,79411,23845,,,,-5171,22349,111935,104109,82269,22349,
SC1_location,10000,120000,20,7,1.0,1000,,110000,627,52644,79411,23845,,,,-371,-11251,78335,70509,48669,-11251,
SC1_au_pair,10000,120000,20,7,0.98,,,110000,627,52644,79411,21779,,,43400,-7521,,,,,84264,25
SC1_location,10000,120000,20,7,0.98,600,,110000,627,52644,79411,21779,,,,-5171,24414,114000,106174,84334,24414,
SC1_location,10000,120000,20,7,0.98,1000,,110000,627,52644,79411,21779,,,,-371,-9186,80400,72574,50734,-9186,
SC1_au_pair,10000,120000,20,7,0.95,,,110000,627,52644,79411,18682,,,43400,-7521,,,,,87362,25
SC1_location,10000,120000,20,7,0.95,600,,110000,627,52644,79411,18682,,,,-5171,27512,117098,109272,87432,27512,
SC1_location,10000,120000,20,7,0.95,1000,,110000,627,52644,79411,18682,,,,-371,-6088,83498,75672,53832,-6088,
SC1_au_pair,10000,120000,25,3,1.0,,,110000,539,19402,101065,2191,,,18600,-6467,,,,,45811,25
SC1_location,10000,120000,25,3,1.0,600,,110000,539,19402,101065,2191,,,,-4117,20161,58555,55201,45841,20161,
SC1_location,10000,120000,25,3,1.0,1000,,110000,539,19402,101065,2191,,,,683,5761,44155,40801,31441,5761,
SC1_au_pair,10000,120000,25,3,0.98,,,110000,539,19402,101065,126,,,18600,-6467,,,,,47877,25
SC1_location,10000,120000,25,3,0.98,600,,110000,539,19402,101065,126,,,,-4117,22227,60621,57267,47907,22227,
SC1_location,10000,120000,25,3,0.98,1000,,110000,539,19402,101065,126,,,,683,7827,46221,42867,33507,7827,
SC1_au_pair,10000,120000,25,3,0.95,,,110000,539,19402,101065,-2972,,,18600,-6467,,,,,50974,25
SC1_location,10000,120000,25,3,0.95,600,,110000,539,19402,101065,-2972,,,,-4117,25324,63718,60364,51004,25324,
SC1_location,10000,120000,25,3,0.95,1000,,110000,539,19402,101065,-2972,,,,683,10924,49318,45964,36604,10924,
SC1_au_pair,10000,120000,25,5,1.0,,,110000,539,32337,94598,8658,,,31000,-6467,,,,,64680,25
SC1_location,10000,120000,25,5,1.0,600,,110000,539,32337,94598,8658,,,,-4117,21930,85920,80330,64730,21930,
SC1_location,10000,120000,25,5,1.0,1000,,110000,539,32337,94598,8658,,,,683,-2070,61920,56330,40730,-2070,
SC1_au_pair,10000,120000,25,5,0.98,,,110000,539,32337,94598,6593,,,31000,-6467,,,,,66745,25
SC1_location,10000,120000,25,5,0.98,600,,110000,539,32337,94598,6593,,,,-4117,23995,87985,82395,66795,23995,
SC1_location,10000,120000,25,5,0.98,1000,,110000,539,32337,94598,6593,,,,683,-5,63985,58395,42795,-5,
SC1_au_pair,10000,120000,25,5,0.95,,,110000,539,32337,94598,3495,,,31000,-6467,,,,,69842,25
SC1_location,10000,120000,25,5,0.95,600,,110000,539,32337,94598,3495,,,,-4117,27092,91082,85492,69892,27092,
SC1_location,10000,120000,25,5,0.95,1000,,110000,539,32337,94598,3495,,,,683,3092,67082,61492,45892,3092,
SC1_au_pair,10000,120000,25,7,1.0,,,110000,539,45272,87690,15565,,,43400,-6467,,,,,83107,25
SC1_location,10000,120000,25,7,1.0,600,,110000,539,45272,87690,15565,,,,-4117,23257,112843,105017,83177,23257,
SC1_location,10000,120000,25,7,1.0,1000,,110000,539,45272,87690,15565,,,,683,-10343,79243,71417,49577,-10343,
SC1_au_pair,10000,120000,25,7,0.98,,,110000,539,45272,87690,13500,,,43400,-6467,,,,,85172,25
SC1_location,10000,120000,25,7,0.98,600,,110000,539,45272,87690,13500,,,,-4117,25322,114908,107082,85242,25322,
SC1_location,10000,120000,25,7,0.98,1000,,110000,539,45272,87690,13500,,,,683,-8278,81308,73482,51642,-8278,
SC1_au_pair,10000,120000,25,7,0.95,,,110000,539,45272,87690,10403,,,43400,-6467,,,,,88270,25
SC1_location,10000,120000,25,7,0.95,600,,110000,539,45272,87690,10403,,,,-4117,28420,118006,110180,88340,28420,
SC1_location,10000,120000,25,7,0.95,1000,,110000,539,45272,87690,10403,,,,683,-5180,84406,76580,54740,-5180,
SC1_au_pair,30000,100000,10,3,1.0,,,70000,686,24684,51365,34682,,,18600,-8228,,,,,38602,25
SC1_location,30000,100000,10,3,1.0,600,,70000,686,24684,51365,34682,,,,-5878,12952,51346,47992,38632,12952,
SC1_location,30000,100000,10,3,1.0,1000,,70000,686,24684,51365,34682,,,,-1078,-1448,36946,33592,24232,-1448,
SC1_au_pair,30000,100000,10,3,0.98,,,70000,686,24684,51365,32961,,,18600,-8228,,,,,40323,25
SC1_location,30000,100000,10,3,0.98,600,,70000,686,24684,51365,32961,,,,-5878,14673,53067,49713,40353,14673,
SC1_location,30000,100000,10,3,0.98,1000,,70000,686,24684,51365,32961,,,,-1078,273,38667,35313,25953,273,
SC1_au_pair,30000,100000,10,3,0.95,,,70000,686,24684,51365,30380,,,18600,-8228,,,,,42904,25
SC1_location,30000,100000,10,3,0.95,600,,70000,686,24684,51365,30380,,,,-5878,17254,55648,52294,42934,17254,
SC1_location,30000,100000,10,3,0.95,1000,,70000,686,24684,51365,30380,,,,-1078,2854,41248,37894,28534,2854,
SC1_au_pair,30000,100000,10,5,1.0,,,70000,686,41140,37877,48169,,,31000,-8228,,,,,53970,25
SC1_location,30000,100000,10,5,1.0,600,,70000,686,41140,37877,48169,,,,-5878,11220,75210,69620,54020,11220,
SC1_location,30000,100000,10,5,1.0,1000,,70000,686,41140,37877,48169,,,,-1078,-12780,51210,45620,30020,-12780,
SC1_au_pair,30000,100000,10,5,0.98,,,70000,686,41140,37877,46449,,,31000,-8228,,,,,55691,25
SC1_location,30000,100000,10,5,0.98,600,,70000,686,41140,37877,46449,,,,-5878,12941,76931,71341,55741,12941,
SC1_location,30000,100000,10,5,0.98,1000,,70000,686,41140,37877,46449,,,,-1078,-11059,52931,47341,31741,-11059,
SC1_au_pair,30000,100000,10,5,0.95,,,70000,686,41140,37877,43867,,,31000,-8228,,,,,58273,25
SC1_location,30000,100000,10,5,0.95,600,,70000,686,41140,37877,43867,,,,-5878,15523,79513,73923,58323,15523,
SC1_location,30000,100000,10,5,0.95,1000,,70000,686,41140,37877,43867,,,,-1078,-8477,55513,49923,34323,-8477,
SC1_au_pair,30000,100000,10,7,1.0,,,70000,686,57596,23471,62576,,,43400,-8228,,,,,68420,25
SC1_location,30000,100000,10,7,1.0,600,,70000,686,57596,23471,62576,,,,-5878,8570,98156,90330,68490,8570,
SC1_location,30000,100000,10,7,1.0,1000,,70000,686,57596,23471,62576,,,,-1078,-25030,64556,56730,34890,-25030,
SC1_au_pair,30000,100000,10,7,0.98,,,70000,686,57596,23471,60855,,,43400,-8228,,,,,70141,25
SC1_location,30000,100000,10,7,0.98,600,,70000,686,57596,23471,60855,,,,-5878,10291,99877,92051,70211,10291,
SC1_location,30000,100000,10,7,0.98,1000,,70000,686,57596,23471,60855,,,,-1078,-23309,66277,58451,36611,-23309,
SC1_au_pair,30000,100000,10,7,0.95,,,70000,686,57596,23471,58274,,,43400,-8228,,,,,72722,25
SC1_location,30000,100000,10,7,0.95,600,,70000,686,57596,23471,58274,,,,-5878,12872,102458,94632,72792,12872,
SC1_location,30000,100000,10,7,0.95,1000,,70000,686,57596,23471,58274,,,,-1078,-20728,68858,61032,39192,-20728,
SC1_au_pair,30000,100000,15,3,1.0,,,70000,494,17769,58623,27423,,,18600,-5923,,,,,38945,25
SC1_location,30000,100000,15,3,1.0,600,,70000,494,17769,58623,27423,,,,-3573,13295,51689,48335,38975,13295,
SC1_location,30000,100000,15,3,1.0,1000,,70000,494,17769,58623,27423,,,,1227,-1105,37289,33935,24575,-1105,
SC1_au_pair,30000,100000,15,3,0.98,,,70000,494,17769,58623,25702,,,18600,-5923,,,,,40666,25
SC1_location,30000,100000,15,3,0.98,600,,70000,494,17769,58623,25702,,,,-3573,15016,53410,50056,40696,15016,
SC1_location,30000,100000,15,3,0.98,1000,,70000,494,17769,58623,25702,,,,1227,616,39010,35656,26296,616,
SC1_au_pair,30000,100000,15,3,0.95,,,70000,494,17769,58623,23121,,,18600,-5923,,,,,43248,25
SC1_location,30000,100000,15,3,0.95,600,,70000,494,17769,58623,23121,,,,-3573,17598,55992,52638,43278,17598,
SC1_location,30000,100000,15,3,0.95,1000,,70000,494,17769,58623,23121,,,,1227,3198,41592,38238,28878,3198,
SC1_au_pair,30000,100000,15,5,1.0,,,70000,494,29614,50389,35657,,,31000,-5923,,,,,54957,25
SC1_location,30000,100000,15,5,1.0,600,,70000,494,29614,50389,35657,,,,-3573,12207,76197,70607,55007,12207,
SC1_location,30000,100000,15,5,1.0,1000,,70000,494,29614,50389,35657,,,,1227,-11793,52197,46607,31007,-11793,
SC1_au_pair,30000,100000,15,5,0.98,,,70000,494,29614,50389,33936,,,31000,-5923,,,,,56678,25
SC1_location,30000,100000,15,5,0.98,600,,70000,494,29614,50389,33936,,,,-3573,13928,77918,72328,56728,13928,
SC1_location,30000,100000,15,5,0.98,1000,,70000,494,29614,50389,33936,,,,1227,-10072,53918,48328,32728,-10072,
SC1_au_pair,30000,100000,15,5,0.95,,,70000,494,29614,50389,31355,,,31000,-5923,,,,,59259,25
SC1_location,30000,100000,15,5,0.95,600,,70000,494,29614,50389,31355,,,,-3573,16509,80499,74909,59309,16509,
SC1_location,30000,100000,15,5,0.95,1000,,70000,494,29614,50389,31355,,,,1227,-7491,56499,50909,35309,-7491,
SC1_au_pair,30000,100000,15,7,1.0,,,70000,494,41460,41594,44452,,,43400,-5923,,,,,70408,25
SC1_location,30000,100000,15,7,1.0,600,,70000,494,41460,41594,44452,,,,-3573,10558,100144,92318,70478,10558,
SC1_location,30000,100000,15,7,1.0,1000,,70000,494,41460,41594,44452,,,,1227,-23042,66544,58718,36878,-23042,
SC1_au_pair,30000,100000,15,7,0.98,,,70000,494,41460,41594,42731,,,43400,-5923,,,,,72129,25
SC1_location,30000,100000,15,7,0.98,600,,70000,494,41460,41594,42731,,,,-3573,12279,101865,94039,72199,12279,
SC1_location,30000,100000,15,7,0.98,1000,,70000,494,41460,41594,42731,,,,1227,-21321,68265,60439,38599,-21321,
SC1_au_pair,30000,100000,15,7,0.95,,,70000,494,41460,41594,40150,,,43400,-5923,,,,,74710,25
SC1_location,30000,100000,15,7,0.95,600,,70000,494,41460,41594,40150,,,,-3573,14860,104446,96620,74780,14860,
SC1_location,30000,100000,15,7,0.95,1000,,70000,494,41460,41594,40150,,,,1227,-18740,70846,63020,41180,-18740,
SC1_au_pair,30000,100000,20,3,1.0,,,70000,399,14357,62204,23843,,,18600,-4786,,,,,39115,25
SC1_location,30000,100000,20,3,1.0,600,,70000,399,14357,62204,23843,,,,-2436,13465,51859,48505,39145,13465,
SC1_location,30000,100000,20,3,1.0,1000,,70000,399,14357,62204,23843,,,,2364,-935,37459,34105,24745,-935,
SC1_au_pair,30000,100000,20,3,0.98,,,70000,399,14357,62204,22122,,,18600,-4786,,,,,40836,25
SC1_location,30000,100000,20,3,0.98,600,,70000,399,14357,62204,22122,,,,-2436,15186,53580,50226,40866,15186,
SC1_location,30000,100000,20,3,0.98,1000,,70000,399,14357,62204,22122,,,,2364,786,39180,35826,26466,786,
SC1_au_pair,30000,100000,20,3,0.95,,,70000,399,14357,62204,19540,,,18600,-4786,,,,,43417,25
SC1_location,30000,100000,20,3,0.95,600,,70000,399,14357,62204,19540,,,,-2436,17767,56161,52807,43447,17767,
SC1_location,30000,100000,20,3,0.95,1000,,70000,399,14357,62204,19540,,,,2364,3367,41761,38407,29047,3367,
SC1_au_pair,30000,100000,20,5,1.0,,,70000,399,23929,56561,29485,,,31000,-4786,,,,,55444,25
SC1_location,30000,100000,20,5,1.0,600,,70000,399,23929,56561,29485,,,,-2436,12694,76684,71094,55494,12694,
SC1_location,30000,100000,20,5,1.0,1000,,70000,399,23929,56561,29485,,,,2364,-11306,52684,47094,31494,-11306,
SC1_au_pair,30000,100000,20,5,0.98,,,70000,399,23929,56561,27764,,,31000,-4786,,,,,57165,25
SC1_location,30000,100000,20,5,0.98,600,,70000,399,23929,56561,27764,,,,-2436,14415,78405,72815,57215,14415,
SC1_location,30000,100000,20,5,0.98,1000,,70000,399,23929,56561,27764,,,,2364,-9585,54405,48815,33215,-9585,
SC1_au_pair,30000,100000,20,5,0.95,,,70000,399,23929,56561,25183,,,31000,-4786,,,,,59746,25
SC1_location,30000,100000,20,5,0.95,600,,70000,399,23929,56561,25183,,,,-2436,16996,80986,75396,59796,16996,
SC1_location,30000,100000,20,5,0.95,1000,,70000,399,23929,56561,25183,,,,2364,-7004,56986,51396,35796,-7004,
SC1_au_pair,30000,100000,20,7,1.0,,,70000,399,33500,50534,35512,,,43400,-4786,,,,,71388,25
SC1_location,30000,100000,20,7,1.0,600,,70000,399,33500,50534,35512,,,,-2436,11538,101124,93298,71458,11538,
SC1_location,30000,100000,20,7,1.0,1000,,70000,399,33500,50534,35512,,,,2364,-22062,67524,59698,37858,-22062,
SC1_au_pair,30000,100000,20,7,0.98,,,70000,399,33500,50534,33791,,,43400,-4786,,,,,73109,25
SC1_location,30000,100000,20,7,0.98,600,,70000,399,33500,50534,33791,,,,-2436,13259,102845,95019,73179,13259,
SC1_location,30000,100000,20,7,0.98,1000,,70000,399,33500,50534,33791,,,,2364,-20341,69245,61419,39579,-20341,
SC1_au_pair,30000,100000,20,7,0.95,,,70000,399,33500,50534,31210,,,43400,-4786,,,,,75691,25
SC1_location,30000,100000,20,7,0.95,600,,70000,399,33500,50534,31210,,,,-2436,15841,105427,97601,75761,15841,
SC1_location,30000,100000,20,7,0.95,1000,,70000,399,33500,50534,31210,,,,2364,-17759,71827,64001,42161,-17759,
SC1_au_pair,30000,100000,25,3,1.0,,,70000,343,12347,64314,21733,,,18600,-4116,,,,,39214,25
SC1_location,30000,100000,25,3,1.0,600,,70000,343,12347,64314,21733,,,,-1766,13564,51958,48604,39244,13564,
SC1_location,30000,100000,25,3,1.0,1000,,70000,343,12347,64314,21733,,,,3034,-836,37558,34204,24844,-836,
SC1_au_pair,30000,100000,25,3,0.98,,,70000,343,12347,64314,20012,,,18600,-4116,,,,,40935,25
SC1_location,30000,100000,25,3,0.98,600,,70000,343,12347,64314,20012,,,,-1766,15285,53679,50325,40965,15285,
SC1_location,30000,100000,25,3,0.98,1000,,70000,343,12347,64314,20012,,,,3034,885,39279,35925,26565,885,
SC1_au_pair,30000,100000,25,3,0.95,,,70000,343,12347,64314,17430,,,18600,-4116,,,,,43517,25
SC1_location,30000,100000,25,3,0.95,600,,70000,343,12347,64314,17430,,,,-1766,17867,56261,52907,43547,17867,
SC1_location,30000,100000,25,3,0.95,1000,,70000,343,12347,64314,17430,,,,3034,3467,41861,38507,29147,3467,
SC1_au_pair,30000,100000,25,5,1.0,,,70000,343,20578,60199,25848,,,31000,-4116,,,,,55731,25
SC1_location,30000,100000,25,5,1.0,600,,70000,343,20578,60199,25848,,,,-1766,12981,76971,71381,55781,12981,
SC1_location,30000,100000,25,5,1.0,1000,,70000,343,20578,60199,25848,,,,3034,-11019,52971,47381,31781,-11019,
SC1_au_pair,30000,100000,25,5,0.98,,,70000,343,20578,60199,24127,,,31000,-4116,,,,,57451,25
SC1_location,30000,100000,25,5,0.98,600,,70000,343,20578,60199,24127,,,,-1766,14701,78691,73101,57501,14701,
SC1_location,30000,100000,25,5,0.98,1000,,70000,343,20578,60199,24127,,,,3034,-9299,54691,49101,33501,-9299,
SC1_au_pair,30000,100000,25,5,0.95,,,70000,343,20578,60199,21546,,,31000,-4116,,,,,60033,25
SC1_location,30000,100000,25,5,0.95,600,,70000,343,20578,60199,21546,,,,-1766,17283,81273,75683,60083,17283,
SC1_location,30000,100000,25,5,0.95,1000,,70000,343,20578,60199,21546,,,,3034,-6717,57273,51683,36083,-6717,
SC1_au_pair,30000,100000,25,7,1.0,,,70000,343,28810,55803,30244,,,43400,-4116,,,,,71966,25
SC1_location,30000,100000,25,7,1.0,600,,70000,343,28810,55803,30244,,,,-1766,12116,101702,93876,72036,12116,
SC1_location,30000,100000,25,7,1.0,1000,,70000,343,28810,55803,30244,,,,3034,-21484,68102,60276,38436,-21484,
SC1_au_pair,30000,100000,25,7,0.98,,,70000,343,28810,55803,28523,,,43400,-4116,,,,,73687,25
SC1_location,30000,100000,25,7,0.98,600,,70000,343,28810,55803,28523,,,,-1766,13837,103423,95597,73757,13837,
