scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC_trans_rent,10000,110000,15,7,1.0,1000,,100000,705,59229,59420,,5307,35231,12400,-1311,,,,,10648,
SC_trans_sell,10000,110000,15,7,0.98,,2.5%_brut,100000,705,16922,89344,,3414,3723,12400,,,,,,35599,
SC_trans_sell,10000,110000,15,7,0.98,,3.0%_brut,100000,705,16922,89344,,3414,3788,12400,,,,,,35535,
SC_trans_rent,10000,110000,15,7,0.98,600,,100000,705,59229,59420,,3414,33338,12400,-6111,,,,,36541,
SC_trans_rent,10000,110000,15,7,0.98,1000,,100000,705,59229,59420,,3414,33338,12400,-1311,,,,,12541,
SC_trans_sell,10000,110000,15,7,0.95,,2.5%_brut,100000,705,16922,89344,,574,626,12400,,,,,,38696,
SC_trans_sell,10000,110000,15,7,0.95,,3.0%_brut,100000,705,16922,89344,,574,637,12400,,,,,,38685,
SC_trans_rent,10000,110000,15,7,0.95,600,,100000,705,59229,59420,,574,30498,12400,-6111,,,,,39380,
SC_trans_rent,10000,110000,15,7,0.95,1000,,100000,705,59229,59420,,574,30498,12400,-1311,,,,,15380,
SC_trans_sell,10000,110000,20,2,1.0,,2.5%_brut,100000,570,13674,92698,,1953,1953,12400,,,,,,34121,
SC_trans_sell,10000,110000,20,2,1.0,,3.0%_brut,100000,570,13674,92698,,1953,1953,12400,,,,,,34121,
SC_trans_sell,10000,110000,20,2,0.98,,2.5%_brut,100000,570,13674,92698,,60,60,12400,,,,,,36014,
SC_trans_sell,10000,110000,20,2,0.98,,3.0%_brut,100000,570,13674,92698,,60,60,12400,,,,,,36014,
SC_trans_sell,10000,110000,20,2,0.95,,2.5%_brut,100000,570,13674,92698,,-2779,-2779,12400,,,,,,38853,
SC_trans_sell,10000,110000,20,2,0.95,,3.0%_brut,100000,570,13674,92698,,-2779,-2779,12400,,,,,,38853,
SC_trans_sell,10000,110000,20,3,1.0,,2.5%_brut,100000,570,13674,92698,,1953,1987,12400,,,,,,34086,
SC_trans_sell,10000,110000,20,3,1.0,,3.0%_brut,100000,570,13674,92698,,1953,1994,12400,,,,,,34080,
SC_trans_rent,10000,110000,20,3,1.0,600,,100000,570,20510,88863,,1953,5789,12400,-4487,,,,,34772,
SC_trans_rent,10000,110000,20,3,1.0,1000,,100000,570,20510,88863,,1953,5789,12400,313,,,,,29972,
SC_trans_sell,10000,110000,20,3,0.98,,2.5%_brut,100000,570,13674,92698,,60,61,12400,,,,,,36013,
SC_trans_sell,10000,110000,20,3,0.98,,3.0%_brut,100000,570,13674,92698,,60,61,12400,,,,,,36012,
SC_trans_rent,10000,110000,20,3,0.98,600,,100000,570,20510,88863,,60,3896,12400,-4487,,,,,36665,
SC_trans_rent,10000,110000,20,3,0.98,1000,,100000,570,20510,88863,,60,3896,12400,313,,,,,31865,
SC_trans_sell,10000,110000,20,3,0.95,,2.5%_brut,100000,570,13674,92698,,-2779,-2828,12400,,,,,,38902,
SC_trans_sell,10000,110000,20,3,0.95,,3.0%_brut,100000,570,13674,92698,,-2779,-2838,12400,,,,,,38911,
SC_trans_rent,10000,110000,20,3,0.95,600,,100000,570,20510,88863,,-2779,1056,12400,-4487,,,,,39504,
SC_trans_rent,10000,110000,20,3,0.95,1000,,100000,570,20510,88863,,-2779,1056,12400,313,,,,,34704,
SC_trans_sell,10000,110000,20,5,1.0,,2.5%_brut,100000,570,13674,92698,,1953,2057,12400,,,,,,34016,
SC_trans_sell,10000,110000,20,5,1.0,,3.0%_brut,100000,570,13674,92698,,1953,2079,12400,,,,,,33995,
SC_trans_rent,10000,110000,20,5,1.0,600,,100000,570,34184,80802,,1953,13849,12400,-4487,,,,,35685,
SC_trans_rent,10000,110000,20,5,1.0,1000,,100000,570,34184,80802,,1953,13849,12400,313,,,,,21285,
SC_trans_sell,10000,110000,20,5,0.98,,2.5%_brut,100000,570,13674,92698,,60,63,12400,,,,,,36010,
SC_trans_sell,10000,110000,20,5,0.98,,3.0%_brut,100000,570,13674,92698,,60,64,12400,,,,,,36010,
SC_trans_rent,10000,110000,20,5,0.98,600,,100000,570,34184,80802,,60,11956,12400,-4487,,,,,37578,
SC_trans_rent,10000,110000,20,5,0.98,1000,,100000,570,34184,80802,,60,11956,12400,313,,,,,23178,
SC_trans_sell,10000,110000,20,5,0.95,,2.5%_brut,100000,570,13674,92698,,-2779,-2928,12400,,,,,,39002,
SC_trans_sell,10000,110000,20,5,0.95,,3.0%_brut,100000,570,13674,92698,,-2779,-2958,12400,,,,,,39032,
SC_trans_rent,10000,110000,20,5,0.95,600,,100000,570,34184,80802,,-2779,9117,12400,-4487,,,,,40417,
SC_trans_rent,10000,110000,20,5,0.95,1000,,100000,570,34184,80802,,-2779,9117,12400,313,,,,,26017,
SC_trans_sell,10000,110000,20,7,1.0,,2.5%_brut,100000,570,13674,92698,,1953,2130,12400,,,,,,33944,
SC_trans_sell,10000,110000,20,7,1.0,,3.0%_brut,100000,570,13674,92698,,1953,2167,12400,,,,,,33907,
SC_trans_rent,10000,110000,20,7,1.0,600,,100000,570,47858,72192,,1953,22459,12400,-4487,,,,,36049,
SC_trans_rent,10000,110000,20,7,1.0,1000,,100000,570,47858,72192,,1953,22459,12400,313,,,,,12049,
SC_trans_sell,10000,110000,20,7,0.98,,2.5%_brut,100000,570,13674,92698,,60,66,12400,,,,,,36008,
SC_trans_sell,10000,110000,20,7,0.98,,3.0%_brut,100000,570,13674,92698,,60,67,12400,,,,,,36007,
SC_trans_rent,10000,110000,20,7,0.98,600,,100000,570,47858,72192,,60,20566,12400,-4487,,,,,37942,
SC_trans_rent,10000,110000,20,7,0.98,1000,,100000,570,47858,72192,,60,20566,12400,313,,,,,13942,
SC_trans_sell,10000,110000,20,7,0.95,,2.5%_brut,100000,570,13674,92698,,-2779,-3031,12400,,,,,,39105,
SC_trans_sell,10000,110000,20,7,0.95,,3.0%_brut,100000,570,13674,92698,,-2779,-3084,12400,,,,,,39157,
SC_trans_rent,10000,110000,20,7,0.95,600,,100000,570,47858,72192,,-2779,17727,12400,-4487,,,,,40781,
SC_trans_rent,10000,110000,20,7,0.95,1000,,100000,570,47858,72192,,-2779,17727,12400,313,,,,,16781,
SC_trans_sell,10000,110000,25,2,1.0,,2.5%_brut,100000,490,11759,94674,,-23,-23,12400,,,,,,34182,
SC_trans_sell,10000,110000,25,2,1.0,,3.0%_brut,100000,490,11759,94674,,-23,-23,12400,,,,,,34182,
SC_trans_sell,10000,110000,25,2,0.98,,2.5%_brut,100000,490,11759,94674,,-1916,-1916,12400,,,,,,36075,
SC_trans_sell,10000,110000,25,2,0.98,,3.0%_brut,100000,490,11759,94674,,-1916,-1916,12400,,,,,,36075,
SC_trans_sell,10000,110000,25,2,0.95,,2.5%_brut,100000,490,11759,94674,,-4756,-4756,12400,,,,,,38915,
SC_trans_sell,10000,110000,25,2,0.95,,3.0%_brut,100000,490,11759,94674,,-4756,-4756,12400,,,,,,38915,
SC_trans_sell,10000,110000,25,3,1.0,,2.5%_brut,100000,490,11759,94674,,-23,-24,12400,,,,,,34183,
SC_trans_sell,10000,110000,25,3,1.0,,3.0%_brut,100000,490,11759,94674,,-23,-24,12400,,,,,,34183,
SC_trans_rent,10000,110000,25,3,1.0,600,,100000,490,17639,91877,,-23,2774,12400,-3530,,,,,34915,
SC_trans_rent,10000,110000,25,3,1.0,1000,,100000,490,17639,91877,,-23,2774,12400,1270,,,,,30115,
SC_trans_sell,10000,110000,25,3,0.98,,2.5%_brut,100000,490,11759,94674,,-1916,-1950,12400,,,,,,36109,
SC_trans_sell,10000,110000,25,3,0.98,,3.0%_brut,100000,490,11759,94674,,-1916,-1957,12400,,,,,,36116,
SC_trans_rent,10000,110000,25,3,0.98,600,,100000,490,17639,91877,,-1916,881,12400,-3530,,,,,36808,
SC_trans_rent,10000,110000,25,3,0.98,1000,,100000,490,17639,91877,,-1916,881,12400,1270,,,,,32008,
SC_trans_sell,10000,110000,25,3,0.95,,2.5%_brut,100000,490,11759,94674,,-4756,-4839,12400,,,,,,38998,
SC_trans_sell,10000,110000,25,3,0.95,,3.0%_brut,100000,490,11759,94674,,-4756,-4856,12400,,,,,,39015,
SC_trans_rent,10000,110000,25,3,0.95,600,,100000,490,17639,91877,,-4756,-1958,12400,-3530,,,,,39647,
SC_trans_rent,10000,110000,25,3,0.95,1000,,100000,490,17639,91877,,-4756,-1958,12400,1270,,,,,34847,
SC_trans_sell,10000,110000,25,5,1.0,,2.5%_brut,100000,490,11759,94674,,-23,-25,12400,,,,,,34184,
SC_trans_sell,10000,110000,25,5,1.0,,3.0%_brut,100000,490,11759,94674,,-23,-25,12400,,,,,,34184,
SC_trans_rent,10000,110000,25,5,1.0,600,,100000,490,29398,85998,,-23,8653,12400,-3530,,,,,36095,
SC_trans_rent,10000,110000,25,5,1.0,1000,,100000,490,29398,85998,,-23,8653,12400,1270,,,,,21695,
SC_trans_sell,10000,110000,25,5,0.98,,2.5%_brut,100000,490,11759,94674,,-1916,-2019,12400,,,,,,36178,
SC_trans_sell,10000,110000,25,5,0.98,,3.0%_brut,100000,490,11759,94674,,-1916,-2040,12400,,,,,,36199,
SC_trans_rent,10000,110000,25,5,0.98,600,,100000,490,29398,85998,,-1916,6760,12400,-3530,,,,,37988,
SC_trans_rent,10000,110000,25,5,0.98,1000,,100000,490,29398,85998,,-1916,6760,12400,1270,,,,,23588,
SC_trans_sell,10000,110000,25,5,0.95,,2.5%_brut,100000,490,11759,94674,,-4756,-5010,12400,,,,,,39169,
SC_trans_sell,10000,110000,25,5,0.95,,3.0%_brut,100000,490,11759,94674,,-4756,-5062,12400,,,,,,39221,
SC_trans_rent,10000,110000,25,5,0.95,600,,100000,490,29398,85998,,-4756,3921,12400,-3530,,,,,40827,
SC_trans_rent,10000,110000,25,5,0.95,1000,,100000,490,29398,85998,,-4756,3921,12400,1270,,,,,26427,
SC_trans_sell,10000,110000,25,7,1.0,,2.5%_brut,100000,490,11759,94674,,-23,-25,12400,,,,,,34184,
SC_trans_sell,10000,110000,25,7,1.0,,3.0%_brut,100000,490,11759,94674,,-23,-26,12400,,,,,,34185,
SC_trans_rent,10000,110000,25,7,1.0,600,,100000,490,41157,79719,,-23,14933,12400,-3530,,,,,36874,
SC_trans_rent,10000,110000,25,7,1.0,1000,,100000,490,41157,79719,,-23,14933,12400,1270,,,,,12874,
SC_trans_sell,10000,110000,25,7,0.98,,2.5%_brut,100000,490,11759,94674,,-1916,-2090,12400,,,,,,36249,
SC_trans_sell,10000,110000,25,7,0.98,,3.0%_brut,100000,490,11759,94674,,-1916,-2126,12400,,,,,,36285,
SC_trans_rent,10000,110000,25,7,0.98,600,,100000,490,41157,79719,,-1916,13040,12400,-3530,,,,,38767,
SC_trans_rent,10000,110000,25,7,0.98,1000,,100000,490,41157,79719,,-1916,13040,12400,1270,,,,,14767,
SC_trans_sell,10000,110000,25,7,0.95,,2.5%_brut,100000,490,11759,94674,,-4756,-5187,12400,,,,,,39346,
SC_trans_sell,10000,110000,25,7,0.95,,3.0%_brut,100000,490,11759,94674,,-4756,-5277,12400,,,,,,39436,
SC_trans_rent,10000,110000,25,7,0.95,600,,100000,490,41157,79719,,-4756,10200,12400,-3530,,,,,41607,
SC_trans_rent,10000,110000,25,7,0.95,1000,,100000,490,41157,79719,,-4756,10200,12400,1270,,,,,17607,
SC_trans_sell,10000,120000,10,2,1.0,,2.5%_brut,110000,1077,25859,90801,,12455,12455,12400,,,,,,35804,
SC_trans_sell,10000,120000,10,2,1.0,,3.0%_brut,110000,1077,25859,90801,,12455,12455,12400,,,,,,35804,
SC_trans_sell,10000,120000,10,2,0.98,,2.5%_brut,110000,1077,25859,90801,,10390,10390,12400,,,,,,37869,
SC_trans_sell,10000,120000,10,2,0.98,,3.0%_brut,110000,1077,25859,90801,,10390,10390,12400,,,,,,37869,
SC_trans_sell,10000,120000,10,2,0.95,,2.5%_brut,110000,1077,25859,90801,,7293,7293,12400,,,,,,40967,
SC_trans_sell,10000,120000,10,2,0.95,,3.0%_brut,110000,1077,25859,90801,,7293,7293,12400,,,,,,40967,
SC_trans_sell,10000,120000,10,3,1.0,,2.5%_brut,110000,1077,25859,90801,,12455,12673,12400,,,,,,35586,
SC_trans_sell,10000,120000,10,3,1.0,,3.0%_brut,110000,1077,25859,90801,,12455,12717,12400,,,,,,35542,
SC_trans_rent,10000,120000,10,3,1.0,600,,110000,1077,38789,80716,,12455,22540,12400,-10580,,,,,36299,
SC_trans_rent,10000,120000,10,3,1.0,1000,,110000,1077,38789,80716,,12455,22540,12400,-5780,,,,,31499,
SC_trans_sell,10000,120000,10,3,0.98,,2.5%_brut,110000,1077,25859,90801,,10390,10572,12400,,,,,,37687,
SC_trans_sell,10000,120000,10,3,0.98,,3.0%_brut,110000,1077,25859,90801,,10390,10608,12400,,,,,,37651,
SC_trans_rent,10000,120000,10,3,0.98,600,,110000,1077,38789,80716,,10390,20475,12400,-10580,,,,,38364,
SC_trans_rent,10000,120000,10,3,0.98,1000,,110000,1077,38789,80716,,10390,20475,12400,-5780,,,,,33564,
SC_trans_sell,10000,120000,10,3,0.95,,2.5%_brut,110000,1077,25859,90801,,7293,7420,12400,,,,,,40839,
SC_trans_sell,10000,120000,10,3,0.95,,3.0%_brut,110000,1077,25859,90801,,7293,7446,12400,,,,,,40814,
SC_trans_rent,10000,120000,10,3,0.95,600,,110000,1077,38789,80716,,7293,17377,12400,-10580,,,,,41462,
SC_trans_rent,10000,120000,10,3,0.95,1000,,110000,1077,38789,80716,,7293,17377,12400,-5780,,,,,36662,
SC_trans_sell,10000,120000,10,5,1.0,,2.5%_brut,110000,1077,25859,90801,,12455,13121,12400,,,,,,35139,
SC_trans_sell,10000,120000,10,5,1.0,,3.0%_brut,110000,1077,25859,90801,,12455,13257,12400,,,,,,35003,
SC_trans_rent,10000,120000,10,5,1.0,600,,110000,1077,64648,59521,,12455,43735,12400,-10580,,,,,36263,
SC_trans_rent,10000,120000,10,5,1.0,1000,,110000,1077,64648,59521,,12455,43735,12400,-5780,,,,,21863,
SC_trans_sell,10000,120000,10,5,0.98,,2.5%_brut,110000,1077,25859,90801,,10390,10945,12400,,,,,,37314,
SC_trans_sell,10000,120000,10,5,0.98,,3.0%_brut,110000,1077,25859,90801,,10390,11059,12400,,,,,,37201,
SC_trans_rent,10000,120000,10,5,0.98,600,,110000,1077,64648,59521,,10390,41670,12400,-10580,,,,,38328,
SC_trans_rent,10000,120000,10,5,0.98,1000,,110000,1077,64648,59521,,10390,41670,12400,-5780,,,,,23928,
SC_trans_sell,10000,120000,10,5,0.95,,2.5%_brut,110000,1077,25859,90801,,7293,7682,12400,,,,,,40577,
SC_trans_sell,10000,120000,10,5,0.95,,3.0%_brut,110000,1077,25859,90801,,7293,7762,12400,,,,,,40498,
SC_trans_rent,10000,120000,10,5,0.95,600,,110000,1077,64648,59521,,7293,38572,12400,-10580,,,,,41426,
SC_trans_rent,10000,120000,10,5,0.95,1000,,110000,1077,64648,59521,,7293,38572,12400,-5780,,,,,27026,
SC_trans_sell,10000,120000,10,7,1.0,,2.5%_brut,110000,1077,25859,90801,,12455,13584,12400,,,,,,34675,
SC_trans_sell,10000,120000,10,7,1.0,,3.0%_brut,110000,1077,25859,90801,,12455,13819,12400,,,,,,34440,
SC_trans_rent,10000,120000,10,7,1.0,600,,110000,1077,90507,36882,,12455,66373,12400,-10580,,,,,34784,
SC_trans_rent,10000,120000,10,7,1.0,1000,,110000,1077,90507,36882,,12455,66373,12400,-5780,,,,,10784,
SC_trans_sell,10000,120000,10,7,0.98,,2.5%_brut,110000,1077,25859,90801,,10390,11332,12400,,,,,,36928,
SC_trans_sell,10000,120000,10,7,0.98,,3.0%_brut,110000,1077,25859,90801,,10390,11528,12400,,,,,,36731,
SC_trans_rent,10000,120000,10,7,0.98,600,,110000,1077,90507,36882,,10390,64308,12400,-10580,,,,,36849,
SC_trans_rent,10000,120000,10,7,0.98,1000,,110000,1077,90507,36882,,10390,64308,12400,-5780,,,,,12849,
SC_trans_sell,10000,120000,10,7,0.95,,2.5%_brut,110000,1077,25859,90801,,7293,7953,12400,,,,,,40306,
SC_trans_sell,10000,120000,10,7,0.95,,3.0%_brut,110000,1077,25859,90801,,7293,8091,12400,,,,,,40168,
SC_trans_rent,10000,120000,10,7,0.95,600,,110000,1077,90507,36882,,7293,61211,12400,-10580,,,,,39947,
SC_trans_rent,10000,120000,10,7,0.95,1000,,110000,1077,90507,36882,,7293,61211,12400,-5780,,,,,15947,
SC_trans_sell,10000,120000,15,2,1.0,,2.5%_brut,110000,776,18615,98279,,4977,4977,12400,,,,,,36038,
SC_trans_sell,10000,120000,15,2,1.0,,3.0%_brut,110000,776,18615,98279,,4977,4977,12400,,,,,,36038,
SC_trans_sell,10000,120000,15,2,0.98,,2.5%_brut,110000,776,18615,98279,,2912,2912,12400,,,,,,38103,
SC_trans_sell,10000,120000,15,2,0.98,,3.0%_brut,110000,776,18615,98279,,2912,2912,12400,,,,,,38103,
SC_trans_sell,10000,120000,15,2,0.95,,2.5%_brut,110000,776,18615,98279,,-186,-186,12400,,,,,,41201,
SC_trans_sell,10000,120000,15,2,0.95,,3.0%_brut,110000,776,18615,98279,,-186,-186,12400,,,,,,41201,
SC_trans_sell,10000,120000,15,3,1.0,,2.5%_brut,110000,776,18615,98279,,4977,5064,12400,,,,,,35951,
SC_trans_sell,10000,120000,15,3,1.0,,3.0%_brut,110000,776,18615,98279,,4977,5081,12400,,,,,,35933,
SC_trans_rent,10000,120000,15,3,1.0,600,,110000,776,27922,92122,,4977,11134,12400,-6957,,,,,36838,
SC_trans_rent,10000,120000,15,3,1.0,1000,,110000,776,27922,92122,,4977,11134,12400,-2157,,,,,32038,
SC_trans_sell,10000,120000,15,3,0.98,,2.5%_brut,110000,776,18615,98279,,2912,2963,12400,,,,,,38052,
SC_trans_sell,10000,120000,15,3,0.98,,3.0%_brut,110000,776,18615,98279,,2912,2973,12400,,,,,,38042,
SC_trans_rent,10000,120000,15,3,0.98,600,,110000,776,27922,92122,,2912,9069,12400,-6957,,,,,38904,
SC_trans_rent,10000,120000,15,3,0.98,1000,,110000,776,27922,92122,,2912,9069,12400,-2157,,,,,34104,
SC_trans_sell,10000,120000,15,3,0.95,,2.5%_brut,110000,776,18615,98279,,-186,-189,12400,,,,,,41204,
SC_trans_sell,10000,120000,15,3,0.95,,3.0%_brut,110000,776,18615,98279,,-186,-190,12400,,,,,,41204,
SC_trans_rent,10000,120000,15,3,0.95,600,,110000,776,27922,92122,,-186,5971,12400,-6957,,,,,42001,
SC_trans_rent,10000,120000,15,3,0.95,1000,,110000,776,27922,92122,,-186,5971,12400,-2157,,,,,37201,
SC_trans_sell,10000,120000,15,5,1.0,,2.5%_brut,110000,776,18615,98279,,4977,5243,12400,,,,,,35772,
SC_trans_sell,10000,120000,15,5,1.0,,3.0%_brut,110000,776,18615,98279,,4977,5297,12400,,,,,,35718,
SC_trans_rent,10000,120000,15,5,1.0,600,,110000,776,46537,79183,,4977,24073,12400,-6957,,,,,37814,
SC_trans_rent,10000,120000,15,5,1.0,1000,,110000,776,46537,79183,,4977,24073,12400,-2157,,,,,23414,
SC_trans_sell,10000,120000,15,5,0.98,,2.5%_brut,110000,776,18615,98279,,2912,3067,12400,,,,,,37947,
SC_trans_sell,10000,120000,15,5,0.98,,3.0%_brut,110000,776,18615,98279,,2912,3099,12400,,,,,,37916,
SC_trans_rent,10000,120000,15,5,0.98,600,,110000,776,46537,79183,,2912,22008,12400,-6957,,,,,39879,
SC_trans_rent,10000,120000,15,5,0.98,1000,,110000,776,46537,79183,,2912,22008,12400,-2157,,,,,25479,
SC_trans_sell,10000,120000,15,5,0.95,,2.5%_brut,110000,776,18615,98279,,-186,-196,12400,,,,,,41210,
SC_trans_sell,10000,120000,15,5,0.95,,3.0%_brut,110000,776,18615,98279,,-186,-198,12400,,,,,,41212,
SC_trans_rent,10000,120000,15,5,0.95,600,,110000,776,46537,79183,,-186,18910,12400,-6957,,,,,42977,
SC_trans_rent,10000,120000,15,5,0.95,1000,,110000,776,46537,79183,,-186,18910,12400,-2157,,,,,28577,
SC_trans_sell,10000,120000,15,7,1.0,,2.5%_brut,110000,776,18615,98279,,4977,5428,12400,,,,,,35587,
SC_trans_sell,10000,120000,15,7,1.0,,3.0%_brut,110000,776,18615,98279,,4977,5522,12400,,,,,,35493,
SC_trans_rent,10000,120000,15,7,1.0,600,,110000,776,65151,65362,,4977,37893,12400,-6957,,,,,37908,
SC_trans_rent,10000,120000,15,7,1.0,1000,,110000,776,65151,65362,,4977,37893,12400,-2157,,,,,13908,
SC_trans_sell,10000,120000,15,7,0.98,,2.5%_brut,110000,776,18615,98279,,2912,3176,12400,,,,,,37839,
SC_trans_sell,10000,120000,15,7,0.98,,3.0%_brut,110000,776,18615,98279,,2912,3231,12400,,,,,,37784,
SC_trans_rent,10000,120000,15,7,0.98,600,,110000,776,65151,65362,,2912,35828,12400,-6957,,,,,39973,
SC_trans_rent,10000,120000,15,7,0.98,1000,,110000,776,65151,65362,,2912,35828,12400,-2157,,,,,15973,
SC_trans_sell,10000,120000,15,7,0.95,,2.5%_brut,110000,776,18615,98279,,-186,-203,12400,,,,,,41217,
SC_trans_sell,10000,120000,15,7,0.95,,3.0%_brut,110000,776,18615,98279,,-186,-206,12400,,,,,,41221,
SC_trans_rent,10000,120000,15,7,0.95,600,,110000,776,65151,65362,,-186,32731,12400,-6957,,,,,43071,
SC_trans_rent,10000,120000,15,7,0.95,1000,,110000,776,65151,65362,,-186,32731,12400,-2157,,,,,19071,
SC_trans_sell,10000,120000,20,2,1.0,,2.5%_brut,110000,627,15041,101968,,1288,1288,12400,,,,,,36153,
SC_trans_sell,10000,120000,20,2,1.0,,3.0%_brut,110000,627,15041,101968,,1288,1288,12400,,,,,,36153,
SC_trans_sell,10000,120000,20,2,0.98,,2.5%_brut,110000,627,15041,101968,,-777,-777,12400,,,,,,38218,
SC_trans_sell,10000,120000,20,2,0.98,,3.0%_brut,110000,627,15041,101968,,-777,-777,12400,,,,,,38218,
SC_trans_sell,10000,120000,20,2,0.95,,2.5%_brut,110000,627,15041,101968,,-3875,-3875,12400,,,,,,41316,
SC_trans_sell,10000,120000,20,2,0.95,,3.0%_brut,110000,627,15041,101968,,-3875,-3875,12400,,,,,,41316,
SC_trans_sell,10000,120000,20,3,1.0,,2.5%_brut,110000,627,15041,101968,,1288,1310,12400,,,,,,36131,
SC_trans_sell,10000,120000,20,3,1.0,,3.0%_brut,110000,627,15041,101968,,1288,1315,12400,,,,,,36126,
SC_trans_rent,10000,120000,20,3,1.0,600,,110000,627,22562,97749,,1288,5507,12400,-5171,,,,,37105,
SC_trans_rent,10000,120000,20,3,1.0,1000,,110000,627,22562,97749,,1288,5507,12400,-371,,,,,32305,
SC_trans_sell,10000,120000,20,3,0.98,,2.5%_brut,110000,627,15041,101968,,-777,-791,12400,,,,,,38232,
SC_trans_sell,10000,120000,20,3,0.98,,3.0%_brut,110000,627,15041,101968,,-777,-794,12400,,,,,,38235,
SC_trans_rent,10000,120000,20,3,0.98,600,,110000,627,22562,97749,,-777,3442,12400,-5171,,,,,39170,
SC_trans_rent,10000,120000,20,3,0.98,1000,,110000,627,22562,97749,,-777,3442,12400,-371,,,,,34370,
SC_trans_sell,10000,120000,20,3,0.95,,2.5%_brut,110000,627,15041,101968,,-3875,-3943,12400,,,,,,41384,
SC_trans_sell,10000,120000,20,3,0.95,,3.0%_brut,110000,627,15041,101968,,-3875,-3956,12400,,,,,,41397,
SC_trans_rent,10000,120000,20,3,0.95,600,,110000,627,22562,97749,,-3875,344,12400,-5171,,,,,42267,
SC_trans_rent,10000,120000,20,3,0.95,1000,,110000,627,22562,97749,,-3875,344,12400,-371,,,,,37467,
SC_trans_sell,10000,120000,20,5,1.0,,2.5%_brut,110000,627,15041,101968,,1288,1357,12400,,,,,,36084,
SC_trans_sell,10000,120000,20,5,1.0,,3.0%_brut,110000,627,15041,101968,,1288,1371,12400,,,,,,36070,
SC_trans_rent,10000,120000,20,5,1.0,600,,110000,627,37603,88882,,1288,14374,12400,-5171,,,,,38579,
SC_trans_rent,10000,120000,20,5,1.0,1000,,110000,627,37603,88882,,1288,14374,12400,-371,,,,,24179,
SC_trans_sell,10000,120000,20,5,0.98,,2.5%_brut,110000,627,15041,101968,,-777,-819,12400,,,,,,38260,
SC_trans_sell,10000,120000,20,5,0.98,,3.0%_brut,110000,627,15041,101968,,-777,-827,12400,,,,,,38268,
SC_trans_rent,10000,120000,20,5,0.98,600,,110000,627,37603,88882,,-777,12309,12400,-5171,,,,,40644,
SC_trans_rent,10000,120000,20,5,0.98,1000,,110000,627,37603,88882,,-777,12309,12400,-371,,,,,26244,
SC_trans_sell,10000,120000,20,5,0.95,,2.5%_brut,110000,627,15041,101968,,-3875,-4082,12400,,,,,,41523,
SC_trans_sell,10000,120000,20,5,0.95,,3.0%_brut,110000,627,15041,101968,,-3875,-4124,12400,,,,,,41565,
SC_trans_rent,10000,120000,20,5,0.95,600,,110000,627,37603,88882,,-3875,9211,12400,-5171,,,,,43742,
SC_trans_rent,10000,120000,20,5,0.95,1000,,110000,627,37603,88882,,-3875,9211,12400,-371,,,,,29342,
SC_trans_sell,10000,120000,20,7,1.0,,2.5%_brut,110000,627,15041,101968,,1288,1405,12400,,,,,,36036,
SC_trans_sell,10000,120000,20,7,1.0,,3.0%_brut,110000,627,15041,101968,,1288,1429,12400,,,,,,36012,
SC_trans_rent,10000,120000,20,7,1.0,600,,110000,627,52644,79411,,1288,23845,12400,-5171,,,,,39449,
SC_trans_rent,10000,120000,20,7,1.0,1000,,110000,627,52644,79411,,1288,23845,12400,-371,,,,,15449,
SC_trans_sell,10000,120000,20,7,0.98,,2.5%_brut,110000,627,15041,101968,,-777,-848,12400,,,,,,38289,
SC_trans_sell,10000,120000,20,7,0.98,,3.0%_brut,110000,627,15041,101968,,-777,-862,12400,,,,,,38303,
SC_trans_rent,10000,120000,20,7,0.98,600,,110000,627,52644,79411,,-777,21779,12400,-5171,,,,,41514,
SC_trans_rent,10000,120000,20,7,0.98,1000,,110000,627,52644,79411,,-777,21779,12400,-371,,,,,17514,
SC_trans_sell,10000,120000,20,7,0.95,,2.5%_brut,110000,627,15041,101968,,-3875,-4226,12400,,,,,,41667,
SC_trans_sell,10000,120000,20,7,0.95,,3.0%_brut,110000,627,15041,101968,,-3875,-4299,12400,,,,,,41740,
SC_trans_rent,10000,120000,20,7,0.95,600,,110000,627,52644,79411,,-3875,18682,12400,-5171,,,,,44612,
SC_trans_rent,10000,120000,20,7,0.95,1000,,110000,627,52644,79411,,-3875,18682,12400,-371,,,,,20612,
SC_trans_sell,10000,120000,25,2,1.0,,2.5%_brut,110000,539,12935,104142,,-886,-886,12400,,,,,,36221,
SC_trans_sell,10000,120000,25,2,1.0,,3.0%_brut,110000,539,12935,104142,,-886,-886,12400,,,,,,36221,
SC_trans_sell,10000,120000,25,2,0.98,,2.5%_brut,110000,539,12935,104142,,-2951,-2951,12400,,,,,,38286,
SC_trans_sell,10000,120000,25,2,0.98,,3.0%_brut,110000,539,12935,104142,,-2951,-2951,12400,,,,,,38286,
SC_trans_sell,10000,120000,25,2,0.95,,2.5%_brut,110000,539,12935,104142,,-6049,-6049,12400,,,,,,41384,
SC_trans_sell,10000,120000,25,2,0.95,,3.0%_brut,110000,539,12935,104142,,-6049,-6049,12400,,,,,,41384,
